timestamp,attack_vector,packets_sent,bytes_sent,active_connections,response_latency_ms,cid_len
2026-03-22T00:09:09.168638127+00:00,raw,23299268,862072916,0,0.000,20
2026-03-22T00:09:09.668969763+00:00,raw,23503315,869622655,0,0.000,20
2026-03-22T00:09:10.168587901+00:00,raw,23704459,877064983,0,0.000,20
2026-03-22T00:09:10.668103513+00:00,raw,23909130,884637810,0,0.000,20
2026-03-22T00:09:11.168740538+00:00,raw,24116767,892320379,0,0.000,20
2026-03-22T00:09:11.668436008+00:00,raw,24324609,900010533,0,0.000,20
2026-03-22T00:09:12.168779427+00:00,raw,24531412,907662244,0,0.000,20
2026-03-22T00:09:12.668388062+00:00,raw,24743153,915496661,0,0.000,20
2026-03-22T00:09:13.168983978+00:00,raw,24949302,923124174,0,0.000,20
2026-03-22T00:09:13.668562956+00:00,raw,25162132,930998884,0,0.000,20
2026-03-22T00:09:14.168068486+00:00,raw,25371226,938735362,0,0.000,20
2026-03-22T00:09:14.668660867+00:00,raw,25581607,946519459,0,0.000,20
2026-03-22T00:09:15.168257405+00:00,raw,25788782,954184934,0,0.000,20
2026-03-22T00:09:15.668757778+00:00,raw,26003043,962112591,0,0.000,20
2026-03-22T00:09:16.168257175+00:00,raw,26209014,969733518,0,0.000,20
2026-03-22T00:09:16.668830105+00:00,raw,26417456,977445872,0,0.000,20
2026-03-22T00:09:17.168296463+00:00,raw,26624094,985091478,0,0.000,20
2026-03-22T00:09:17.668729025+00:00,raw,26834441,992874317,0,0.000,20
2026-03-22T00:09:18.168146033+00:00,raw,27044614,1000650718,0,0.000,20
2026-03-22T00:09:18.668563663+00:00,raw,27246280,1008112360,0,0.000,20
2026-03-22T00:09:19.169004135+00:00,raw,27447341,1015551617,0,0.000,20
2026-03-22T00:09:19.668404205+00:00,raw,27654772,1023226564,0,0.000,20
2026-03-22T00:09:20.168813911+00:00,raw,27865058,1031007146,0,0.000,20
2026-03-22T00:09:20.668229559+00:00,raw,28076074,1038814738,0,0.000,20
2026-03-22T00:09:21.168666263+00:00,raw,28271600,1046049200,0,0.000,20
2026-03-22T00:09:21.668766074+00:00,raw,28467298,1053290026,0,0.000,20
2026-03-22T00:09:22.168874328+00:00,raw,28661105,1060460885,0,0.000,20
2026-03-22T00:09:22.669000795+00:00,raw,28855781,1067663897,0,0.000,20
2026-03-22T00:09:23.168263987+00:00,raw,29051979,1074923223,0,0.000,20
2026-03-22T00:09:23.668517676+00:00,raw,29247784,1082168008,0,0.000,20
2026-03-22T00:09:24.168823703+00:00,raw,29434980,1089094260,0,0.000,20
2026-03-22T00:09:24.668708684+00:00,raw,29633689,1096446493,0,0.000,20
2026-03-22T00:09:25.168132552+00:00,raw,29828873,1103668301,0,0.000,20
2026-03-22T00:09:25.668528131+00:00,raw,30018111,1110670107,0,0.000,20
2026-03-22T00:09:26.168933863+00:00,raw,30209101,1117736737,0,0.000,20
2026-03-22T00:09:26.668415447+00:00,raw,30407542,1125079054,0,0.000,20
2026-03-22T00:09:27.169044244+00:00,raw,30600461,1132217057,0,0.000,20
2026-03-22T00:09:27.668446657+00:00,raw,30799319,1139574803,0,0.000,20
2026-03-22T00:09:28.168921427+00:00,raw,30991633,1146690421,0,0.000,20
2026-03-22T00:09:28.668515445+00:00,raw,31196390,1154266430,0,0.000,20
2026-03-22T00:09:29.168107846+00:00,raw,31401393,1161851541,0,0.000,20
2026-03-22T00:09:29.668815603+00:00,raw,31765315,1175316655,0,0.000,20
2026-03-22T00:09:30.168914498+00:00,raw,32151541,1189607017,0,0.000,20
2026-03-22T00:09:30.669046907+00:00,raw,32532538,1203703906,0,0.000,20
2026-03-22T00:09:31.168726497+00:00,raw,32911596,1217729052,0,0.000,20
2026-03-22T00:09:31.668948842+00:00,raw,33292440,1231820280,0,0.000,20
2026-03-22T00:09:32.168263285+00:00,raw,33292442,1231820354,0,0.000,20
2026-03-22T00:09:32.669191280+00:00,raw,33292442,1231820354,0,0.000,20
