timestamp,attack_vector,packets_sent,bytes_sent,active_connections,response_latency_ms,cid_len
2026-03-21T23:33:07.096822765+00:00,raw,59,2183,0,0.000,20
2026-03-21T23:33:07.596956749+00:00,raw,51839,1918043,0,0.000,20
2026-03-21T23:33:08.096450911+00:00,raw,104157,3853809,0,0.000,20
2026-03-21T23:33:08.596803591+00:00,raw,156393,5786541,0,0.000,20
2026-03-21T23:33:09.096351555+00:00,raw,207190,7666030,0,0.000,20
2026-03-21T23:33:09.595998289+00:00,raw,258044,9547628,0,0.000,20
2026-03-21T23:33:10.096684963+00:00,raw,310015,11470555,0,0.000,20
2026-03-21T23:33:10.596370519+00:00,raw,362433,13410021,0,0.000,20
2026-03-21T23:33:11.096029234+00:00,raw,414020,15318740,0,0.000,20
2026-03-21T23:33:11.596702190+00:00,raw,466901,17275337,0,0.000,20
2026-03-21T23:33:12.096310449+00:00,raw,520367,19253579,0,0.000,20
2026-03-21T23:33:12.596450850+00:00,raw,573113,21205181,0,0.000,20
2026-03-21T23:33:13.096540666+00:00,raw,623235,23059695,0,0.000,20
2026-03-21T23:33:13.596635178+00:00,raw,675352,24988024,0,0.000,20
2026-03-21T23:33:14.096728722+00:00,raw,727048,26900776,0,0.000,20
2026-03-21T23:33:14.596854096+00:00,raw,779964,28858668,0,0.000,20
2026-03-21T23:33:15.096042752+00:00,raw,831318,30758766,0,0.000,20
2026-03-21T23:33:15.596211449+00:00,raw,884653,32732161,0,0.000,20
2026-03-21T23:33:16.096267164+00:00,raw,938179,34712623,0,0.000,20
2026-03-21T23:33:16.596409821+00:00,raw,991547,36687239,0,0.000,20
2026-03-21T23:33:17.096426992+00:00,raw,1044567,38648979,0,0.000,20
2026-03-21T23:33:17.596036276+00:00,raw,1096615,40574755,0,0.000,20
2026-03-21T23:33:18.096673511+00:00,raw,1149085,42516145,0,0.000,20
2026-03-21T23:33:18.596281195+00:00,raw,1201899,44470263,0,0.000,20
2026-03-21T23:33:19.096861393+00:00,raw,1254774,46426638,0,0.000,20
2026-03-21T23:33:19.596538379+00:00,raw,1307694,48384678,0,0.000,20
2026-03-21T23:33:20.096191827+00:00,raw,1360639,50343643,0,0.000,20
2026-03-21T23:33:20.596281279+00:00,raw,1413657,52305309,0,0.000,20
2026-03-21T23:33:21.096924058+00:00,raw,1466749,54269713,0,0.000,20
2026-03-21T23:33:21.596654689+00:00,raw,1520217,56248029,0,0.000,20
2026-03-21T23:33:22.096336248+00:00,raw,1573935,58235595,0,0.000,20
2026-03-21T23:33:22.596100388+00:00,raw,1627845,60230265,0,0.000,20
2026-03-21T23:33:23.096876723+00:00,raw,1680642,62183754,0,0.000,20
2026-03-21T23:33:23.596661548+00:00,raw,1733398,64135726,0,0.000,20
2026-03-21T23:33:24.096401527+00:00,raw,1787004,66119148,0,0.000,20
2026-03-21T23:33:24.596201227+00:00,raw,1840590,68101830,0,0.000,20
2026-03-21T23:33:25.095989446+00:00,raw,1894277,70088249,0,0.000,20
2026-03-21T23:33:25.596824916+00:00,raw,1948014,72076518,0,0.000,20
2026-03-21T23:33:26.096252308+00:00,raw,1999421,73978577,0,0.000,20
2026-03-21T23:33:26.596519904+00:00,raw,2052518,75943166,0,0.000,20
2026-03-21T23:33:27.096770684+00:00,raw,2106077,77924849,0,0.000,20
2026-03-21T23:33:27.596078383+00:00,raw,2159577,79904349,0,0.000,20
2026-03-21T23:33:28.096362703+00:00,raw,2212113,81848181,0,0.000,20
2026-03-21T23:33:28.596661782+00:00,raw,2264550,83788350,0,0.000,20
2026-03-21T23:33:29.096923046+00:00,raw,2318114,85770218,0,0.000,20
2026-03-21T23:33:29.596198139+00:00,raw,2371540,87746980,0,0.000,20
2026-03-21T23:33:30.096481446+00:00,raw,2424986,89724482,0,0.000,20
2026-03-21T23:33:30.596786868+00:00,raw,2478462,91703094,0,0.000,20
2026-03-21T23:33:31.096237524+00:00,raw,2531586,93668682,0,0.000,20
2026-03-21T23:33:31.596509843+00:00,raw,2584380,95622060,0,0.000,20
2026-03-21T23:33:32.096312404+00:00,raw,2637253,97578361,0,0.000,20
2026-03-21T23:33:32.596151464+00:00,raw,2690630,99553310,0,0.000,20
2026-03-21T23:33:33.095994317+00:00,raw,2744198,101535326,0,0.000,20
2026-03-21T23:33:33.596841912+00:00,raw,2797500,103507500,0,0.000,20
2026-03-21T23:33:34.096665466+00:00,raw,2850872,105482264,0,0.000,20
2026-03-21T23:33:34.596433769+00:00,raw,2904379,107462023,0,0.000,20
2026-03-21T23:33:35.096264102+00:00,raw,2957985,109445445,0,0.000,20
2026-03-21T23:33:35.596061786+00:00,raw,3011349,111419913,0,0.000,20
2026-03-21T23:33:36.096867192+00:00,raw,3064088,113371256,0,0.000,20
2026-03-21T23:33:36.596683116+00:00,raw,3116267,115301879,0,0.000,20
2026-03-21T23:33:37.096454033+00:00,raw,3169054,117254998,0,0.000,20
2026-03-21T23:33:37.596429576+00:00,raw,3169054,117254998,0,0.000,20
2026-03-21T23:33:38.096354699+00:00,raw,3169054,117254998,0,0.000,20
