timestamp,attack_vector,packets_sent,bytes_sent,active_connections,response_latency_ms,cid_len
2026-03-22T00:07:59.201868154+00:00,raw,0,0,0,0.000,20
2026-03-22T00:07:59.702470305+00:00,raw,181674,6721938,0,0.000,20
2026-03-22T00:08:00.202084493+00:00,raw,357975,13245075,0,0.000,20
2026-03-22T00:08:00.702716362+00:00,raw,540952,20015224,0,0.000,20
2026-03-22T00:08:01.202259007+00:00,raw,726827,26892599,0,0.000,20
2026-03-22T00:08:01.702822194+00:00,raw,909890,33665930,0,0.000,20
2026-03-22T00:08:02.202306028+00:00,raw,1027457,38015909,0,0.000,20
2026-03-22T00:08:02.702804450+00:00,raw,1152637,42647569,0,0.000,20
2026-03-22T00:08:03.202462766+00:00,raw,1277987,47285519,0,0.000,20
2026-03-22T00:08:03.702116711+00:00,raw,1401321,51848877,0,0.000,20
2026-03-22T00:08:04.202810974+00:00,raw,1520951,56275187,0,0.000,20
2026-03-22T00:08:04.703386067+00:00,raw,1645115,60869255,0,0.000,20
2026-03-22T00:08:05.201950148+00:00,raw,1770056,65492072,0,0.000,20
2026-03-22T00:08:05.702505881+00:00,raw,1896126,70156662,0,0.000,20
2026-03-22T00:08:06.202066983+00:00,raw,2018934,74700558,0,0.000,20
2026-03-22T00:08:06.702674867+00:00,raw,2139153,79148661,0,0.000,20
2026-03-22T00:08:07.202300081+00:00,raw,2259607,83605459,0,0.000,20
2026-03-22T00:08:07.701958478+00:00,raw,2381897,88130189,0,0.000,20
2026-03-22T00:08:08.202619472+00:00,raw,2501337,92549469,0,0.000,20
2026-03-22T00:08:08.702229766+00:00,raw,2619634,96926458,0,0.000,20
2026-03-22T00:08:09.202814613+00:00,raw,2739201,101350437,0,0.000,20
2026-03-22T00:08:09.702453356+00:00,raw,2863761,105959157,0,0.000,20
2026-03-22T00:08:10.202027159+00:00,raw,2977304,110160248,0,0.000,20
2026-03-22T00:08:10.702594111+00:00,raw,3097367,114602579,0,0.000,20
2026-03-22T00:08:11.202158001+00:00,raw,3215983,118991371,0,0.000,20
2026-03-22T00:08:11.702780915+00:00,raw,3337472,123486464,0,0.000,20
2026-03-22T00:08:12.202401103+00:00,raw,3451151,127692587,0,0.000,20
2026-03-22T00:08:12.702937273+00:00,raw,3568594,132037978,0,0.000,20
2026-03-22T00:08:13.202499465+00:00,raw,3685113,136349181,0,0.000,20
2026-03-22T00:08:13.702073931+00:00,raw,3811583,141028571,0,0.000,20
2026-03-22T00:08:14.202683823+00:00,raw,3937780,145697860,0,0.000,20
2026-03-22T00:08:14.702296310+00:00,raw,4068629,150539273,0,0.000,20
2026-03-22T00:08:15.201953591+00:00,raw,4199388,155377356,0,0.000,20
2026-03-22T00:08:15.702559612+00:00,raw,4327454,160115798,0,0.000,20
2026-03-22T00:08:16.202143755+00:00,raw,4455150,164840550,0,0.000,20
2026-03-22T00:08:16.702729865+00:00,raw,4580592,169481904,0,0.000,20
2026-03-22T00:08:17.202412516+00:00,raw,4705959,174120483,0,0.000,20
2026-03-22T00:08:17.702105082+00:00,raw,4837019,178969703,0,0.000,20
2026-03-22T00:08:18.202753766+00:00,raw,4966464,183759168,0,0.000,20
2026-03-22T00:08:18.702400621+00:00,raw,5090892,188363004,0,0.000,20
2026-03-22T00:08:19.202113210+00:00,raw,5213815,192911155,0,0.000,20
2026-03-22T00:08:19.702796021+00:00,raw,5337330,197481210,0,0.000,20
2026-03-22T00:08:20.202521110+00:00,raw,5456714,201898418,0,0.000,20
2026-03-22T00:08:20.703069177+00:00,raw,5580130,206464810,0,0.000,20
2026-03-22T00:08:21.202642670+00:00,raw,5707967,211194779,0,0.000,20
2026-03-22T00:08:21.702242475+00:00,raw,5835322,215906914,0,0.000,20
2026-03-22T00:08:22.202854262+00:00,raw,5961489,220575093,0,0.000,20
2026-03-22T00:08:22.702482616+00:00,raw,6088747,225283639,0,0.000,20
2026-03-22T00:08:23.202074005+00:00,raw,6217860,230060820,0,0.000,20
2026-03-22T00:08:23.702661783+00:00,raw,6345074,234767738,0,0.000,20
2026-03-22T00:08:24.202272788+00:00,raw,6473189,239507993,0,0.000,20
2026-03-22T00:08:24.702880870+00:00,raw,6603490,244329130,0,0.000,20
2026-03-22T00:08:25.202531045+00:00,raw,6730549,249030313,0,0.000,20
2026-03-22T00:08:25.702177065+00:00,raw,6860413,253835281,0,0.000,20
2026-03-22T00:08:26.202778678+00:00,raw,6986313,258493581,0,0.000,20
2026-03-22T00:08:26.702398182+00:00,raw,7111649,263131013,0,0.000,20
2026-03-22T00:08:27.201997417+00:00,raw,7234840,267689080,0,0.000,20
2026-03-22T00:08:27.702629921+00:00,raw,7360297,272330989,0,0.000,20
2026-03-22T00:08:28.202318853+00:00,raw,7485742,276972454,0,0.000,20
2026-03-22T00:08:28.702526845+00:00,raw,7612188,281650956,0,0.000,20
2026-03-22T00:08:29.202133926+00:00,raw,7735920,286229040,0,0.000,20
2026-03-22T00:08:29.702757991+00:00,raw,7867061,291081257,0,0.000,20
2026-03-22T00:08:30.202420746+00:00,raw,7993335,295753395,0,0.000,20
2026-03-22T00:08:30.702062262+00:00,raw,8123158,300556846,0,0.000,20
2026-03-22T00:08:31.202693817+00:00,raw,8246153,305107661,0,0.000,20
2026-03-22T00:08:31.702287059+00:00,raw,8374013,309838481,0,0.000,20
2026-03-22T00:08:32.201962651+00:00,raw,8500369,314513653,0,0.000,20
2026-03-22T00:08:32.702578018+00:00,raw,8628412,319251244,0,0.000,20
2026-03-22T00:08:33.202258180+00:00,raw,8754129,323902773,0,0.000,20
2026-03-22T00:08:33.702949497+00:00,raw,8883891,328703967,0,0.000,20
2026-03-22T00:08:34.202573271+00:00,raw,9010472,333387464,0,0.000,20
2026-03-22T00:08:34.702237093+00:00,raw,9140132,338184884,0,0.000,20
2026-03-22T00:08:35.202895417+00:00,raw,9267829,342909673,0,0.000,20
2026-03-22T00:08:35.702560371+00:00,raw,9396869,347684153,0,0.000,20
2026-03-22T00:08:36.202292381+00:00,raw,9522100,352317700,0,0.000,20
2026-03-22T00:08:36.702884007+00:00,raw,9652898,357157226,0,0.000,20
2026-03-22T00:08:37.202482499+00:00,raw,9773757,361629009,0,0.000,20
2026-03-22T00:08:37.702083893+00:00,raw,9901695,366362715,0,0.000,20
2026-03-22T00:08:38.202699915+00:00,raw,10027150,371004550,0,0.000,20
2026-03-22T00:08:38.702322192+00:00,raw,10149945,375547965,0,0.000,20
2026-03-22T00:08:39.201939689+00:00,raw,10272874,380096338,0,0.000,20
2026-03-22T00:08:39.702542315+00:00,raw,10395661,384639457,0,0.000,20
2026-03-22T00:08:40.202323973+00:00,raw,10521606,389299422,0,0.000,20
2026-03-22T00:08:40.702916871+00:00,raw,10663759,394559083,0,0.000,20
2026-03-22T00:08:41.202552175+00:00,raw,10847838,401370006,0,0.000,20
2026-03-22T00:08:41.702245868+00:00,raw,11033980,408257260,0,0.000,20
2026-03-22T00:08:42.202949070+00:00,raw,11218170,415072290,0,0.000,20
2026-03-22T00:08:42.702879947+00:00,raw,11393389,421555393,0,0.000,20
2026-03-22T00:08:43.202578+00:00,raw,11576522,428331314,0,0.000,20
2026-03-22T00:08:43.702350282+00:00,raw,11760718,435146566,0,0.000,20
2026-03-22T00:08:44.202003477+00:00,raw,11931514,441466018,0,0.000,20
2026-03-22T00:08:44.702653557+00:00,raw,12106035,447923295,0,0.000,20
2026-03-22T00:08:45.202268613+00:00,raw,12271187,454033919,0,0.000,20
2026-03-22T00:08:45.702911704+00:00,raw,12441301,460328137,0,0.000,20
2026-03-22T00:08:46.202562668+00:00,raw,12611693,466632641,0,0.000,20
2026-03-22T00:08:46.702245274+00:00,raw,12787166,473125142,0,0.000,20
2026-03-22T00:08:47.201988306+00:00,raw,12956601,479394237,0,0.000,20
2026-03-22T00:08:47.702638625+00:00,raw,13123200,485558400,0,0.000,20
2026-03-22T00:08:48.202325273+00:00,raw,13290079,491732923,0,0.000,20
2026-03-22T00:08:48.702139515+00:00,raw,13453015,497761555,0,0.000,20
2026-03-22T00:08:49.202847969+00:00,raw,13623968,504086816,0,0.000,20
2026-03-22T00:08:49.702545613+00:00,raw,13799412,510578244,0,0.000,20
2026-03-22T00:08:50.202292312+00:00,raw,13970514,516909018,0,0.000,20
2026-03-22T00:08:50.702952031+00:00,raw,14147128,523443736,0,0.000,20
2026-03-22T00:08:51.202641929+00:00,raw,14329679,530198123,0,0.000,20
2026-03-22T00:08:51.702345369+00:00,raw,14506345,536734765,0,0.000,20
2026-03-22T00:08:52.202072314+00:00,raw,14689069,543495553,0,0.000,20
2026-03-22T00:08:52.702757586+00:00,raw,14873389,550315393,0,0.000,20
2026-03-22T00:08:53.202455995+00:00,raw,15058332,557158284,0,0.000,20
2026-03-22T00:08:53.702144792+00:00,raw,15245760,564093120,0,0.000,20
2026-03-22T00:08:54.202868972+00:00,raw,15431834,570977858,0,0.000,20
2026-03-22T00:08:54.702518409+00:00,raw,15615572,577776164,0,0.000,20
2026-03-22T00:08:55.202197245+00:00,raw,15800155,584605735,0,0.000,20
2026-03-22T00:08:55.702845738+00:00,raw,15986723,591508751,0,0.000,20
2026-03-22T00:08:56.202576757+00:00,raw,16170732,598317084,0,0.000,20
2026-03-22T00:08:56.702270514+00:00,raw,16352659,605048383,0,0.000,20
2026-03-22T00:08:57.201970493+00:00,raw,16532447,611700539,0,0.000,20
2026-03-22T00:08:57.702606457+00:00,raw,16715900,618488300,0,0.000,20
2026-03-22T00:08:58.202209550+00:00,raw,16887183,624825771,0,0.000,20
2026-03-22T00:08:58.702761260+00:00,raw,17069630,631576310,0,0.000,20
2026-03-22T00:08:59.202336175+00:00,raw,17255930,638469410,0,0.000,20
2026-03-22T00:08:59.701942958+00:00,raw,17445139,645470143,0,0.000,20
2026-03-22T00:09:00.202556038+00:00,raw,17629540,652292980,0,0.000,20
2026-03-22T00:09:00.702119761+00:00,raw,17808432,658911984,0,0.000,20
